symbol,side,entry_price,exit_price,quantity,stop,target,risk_usdt,gross_pnl,fee_usdt,pnl,result,close_reason,opened_at,closed_at,balance_after
SOLUSDT,SHORT,63.086,59.08978571428571,23.82341132945107,65.08410714285714,59.08978571428571,47.60172834459999,95.20345669,2.910644,92.29281269,WIN,TAKE_PROFIT,2026-07-26T11:15:31.736990+00:00,2026-07-26T11:15:31.745615+00:00,9612.63848161
BTCUSDT,LONG,36476.0,36284.96428571429,0.2515927065667237,36284.96428571429,36858.07142857143,48.06319240804999,-48.06319241,18.30612794,-66.36932035,LOSS,STOP_LOSS,2026-07-26T11:15:31.748822+00:00,2026-07-26T11:15:31.758136+00:00,9546.26916126
ETHUSDT,SHORT,2037.0,2049.5442857142857,3.805026997427357,2049.5442857142857,2011.9114285714284,47.731345806299984,-47.73134581,15.54941133,-63.28075714,LOSS,STOP_LOSS,2026-07-26T11:15:31.761404+00:00,2026-07-26T11:15:31.770055+00:00,9482.98840412
SOLUSDT,LONG,58.78,56.24328571428572,18.69147908679393,56.24328571428572,63.85342857142857,47.41494202059998,-47.41494202,2.14995534,-49.56489736,LOSS,STOP_LOSS,2026-07-26T11:15:31.773613+00:00,2026-07-26T11:15:31.784008+00:00,9433.42350676
BTCUSDT,SHORT,36378.0,36621.80357142857,0.19346360374224034,36621.80357142857,35890.392857142855,47.16711753379998,-47.16711753,14.12280507,-61.28992261,LOSS,STOP_LOSS,2026-07-26T11:15:31.787554+00:00,2026-07-26T11:15:31.796506+00:00,9372.13358415
ETHUSDT,LONG,2054.52,2040.1767857142856,3.2670966902741365,2040.1767857142856,2083.2064285714287,46.86066792074998,-46.86066792,13.37777032,-60.23843824,LOSS,STOP_LOSS,2026-07-26T11:15:31.799792+00:00,2026-07-26T11:15:31.808071+00:00,9311.89514591
SOLUSDT,SHORT,56.093,57.78928571428572,27.447897095069017,57.78928571428572,52.700428571428574,46.55947572954999,-46.55947573,3.12582926,-49.68530499,LOSS,STOP_LOSS,2026-07-26T11:15:31.811343+00:00,2026-07-26T11:15:31.819550+00:00,9262.20984092
BTCUSDT,LONG,36643.1,36558.21071428571,0.5455464587188382,36558.21071428571,36812.87857142857,46.31104920459998,-46.3110492,39.93471583,-86.24576504,LOSS,STOP_LOSS,2026-07-26T11:15:31.822873+00:00,2026-07-26T11:15:31.831890+00:00,9175.96407588
ETHUSDT,SHORT,2037.84,2052.1060714285713,3.2160094395373613,2052.1060714285713,2009.307857142857,45.87982037939999,-45.87982038,13.15330517,-59.03312555,LOSS,STOP_LOSS,2026-07-26T11:15:31.835388+00:00,2026-07-26T11:15:31.844746+00:00,9116.93095033
SOLUSDT,LONG,57.647,56.01349999999999,27.906124733180224,56.01349999999999,60.914,45.584654751649985,-45.58465475,3.17182409,-48.75647884,LOSS,STOP_LOSS,2026-07-26T11:15:31.848084+00:00,2026-07-26T11:15:31.857207+00:00,9068.17447149
